order_number,table_number,timestamp,items_summary,universal_comment,order_total,printed_status,items_json
IPP-20260423_233000_831210,IPP,2026-04-23 23:30:11,1x LTE | 1x Help | 1x Rides,,,No (routed),"[{""name"": ""LTE"", ""nameZh"": """", ""category"": """", ""quantity"": 1, ""price"": 0.0, ""selectedOptions"": [], ""merchantSuppliedId"": """", ""doorDashLineItemId"": """", ""comment"": """"}, {""name"": ""Help"", ""nameZh"": """", ""category"": """", ""quantity"": 1, ""price"": 0.0, ""selectedOptions"": [], ""merchantSuppliedId"": """", ""doorDashLineItemId"": """", ""comment"": """"}, {""name"": ""Rides"", ""nameZh"": """", ""category"": """", ""quantity"": 1, ""price"": 0.0, ""selectedOptions"": [], ""merchantSuppliedId"": """", ""doorDashLineItemId"": """", ""comment"": """"}]"
